,tweet
14429,rt bloodbloodbiood valentin day extra christma bitch blood
233,shewenttojordan cant worri bitch aint worri bout real
17181,rt santanadagreat never understood  u want strap fck nigga   wtf bitch
12823,mei haruka tie take three cock pussi  
9843,hoe bitch act turn chris breezi
19773,rt oyoumad hoe  thought cute  whi kiss 
21481,south us white trash
11392,im tire damn job man wanna blow bitch lol
9964,dont fuck wit youuuuuuuu lil stupid ass bitch
19264,rt  drrrruuuu victoriafina ayyy fag
9727,got chan tatum bitchim
23670,bitch dumb
13231,never mess hoe went jail unless didnt know last name
22199,tire hoe breath air
13201,nation review call gay marriag lawless  oregon tcot gop nom lol teabagg
20664,see tron side bitch
20711,actin  around u cuz use thing u cant suppli fuckin wit meecuz mrhe aint shit first take niqqa bitch
10542,stop use bitch often everyday convers
21370,bitch hollerin abt fuck nahh fuck dat bitch
10420,tell bitch want loveeee
22026,class ghetto hell
10002,almost black littl cunt disrespect turtl dont disrespect gorilla
4647,savageniggg chillasstweet bitch
15572,rt itolduidgaf ion put shit pass bitch
14539,rt bugattibe bad bitch attitud nasti  ooh ooh song hoe  loveoohyi skyylevelmedia holipalooza atl 
23023,yall bitch better stop mad 
16889,rt  yo bitch 
15738,rt  ever see someon account think wow faggot time cant unfollow bc u cant 
8458,chick fil wasnt anti gay first ammend didnt get right bitch right
22913,whi yes function tho rt blaaksuedepump retard
1726, jose fuck mean like damn bitch  fuck
23623,bitch dick bomb
20747,rep  yeah onli baddest bitch 
14554,rt chlldhoodruin  rts hell spark hoe 
10284,feel like bad bitch wear rhineston pocket jean 
18009,rt woridstarhlphop bitch put soul routin  
4607,smasey faggot
18709,rt ciavdia wow well arent fuck cunt 
23847,geekylesbianscientist theblairbetch douglasrichardsonship kaylabird okay consid though 
15753,rt jaredphilli fuck bitch
19887,rt randycaliboi hear ugli bitch talk anoth ugli bitch   
11115,wonder philli fan arent awar complet cunt awar ok
1067, de foto csitali fairi tail  satan soul mirajan strauss made sim  happi 
7280,whitethunduh bitch dont want ugli ass gtfo ol peyton man lookin ass
11258,im dress albino one day scare shit amari mom
10940,take shot wit chaser get bitch dont chase em
18566,rt angiecuh man shittin hoe onli cute make 
21502,perfect gift jihadi shop list  
16006,rt  lewi trash lmao
6166,imgorejess unloy retard
6461,kiefferjason meet stop hitch back word pussi
889,pornandroidiphoneipadsexxxx  italian  babi pussi 
966,  racist month  fuck u 
10481,hate kid class alway complain bitchdouch teacher
17235,rt senorsteez cannot fuck broke bitch 
1963, u want cig ur lovey gf wont go get potato   guilt trip citi lil bitch
9850,hoe bring friend around nigga nigga end fuck bitch friend bitch dont even kno
12062,jihadi rehab need account unpleas fact worst behavior attract particip 
14496,rt brooooo whi hoe trynna gay lmao
1909, vertrellcart  respect
15690,rt ivansplash gotta talk shit anoth nigga get pussi weaaak
8353,cant stand nigga curv boy hoe
24237,mother rais cunt lol
19995,rt semperfiibitch farra teen mom  sex tape pornhub lmao hoe ass
21326,tf bitch mine
24232,girlfriend kid eat bacon without dip tub creami butter ive laid im like bird
2835,chefboyrnach vegeta super hoe snack goni someth fierc dure buu saga wow
11455, shave pussi finger fuck befor tight littl rosebud ass  
7213, sorri miss mean live disgust muzzi uk r disgust great sun
7605,money neat bitch freaki everybodi kno aint secret
975, bitch get stuff done 
2268, user follow unfollow prude ass hoe
3770,kazatta thesaidabdi dont get twist said aint playin ny state mind bitch around click link
17636,rt thebloodshow girl realli made hoe kool twitter
14984,rt dessantigina tonyjrodriguez wolfvanhalen toni think yr rude littl cunt young even know real rock 
132,girllssu wanna sex mom fuck right pussi came damn got hack like fuck
10131,cant stand snobbi stuck bitch
19764,rt noobd im rich bitch 
581,walk bitch like nigga made
23578,tri maintain color gonna fuckin bitch like wash hair onc alreadi start go blond idk idk
9716,better choos cuz aint bitch checcin nigga dont fw wit bitchesthat dont even sound right 
9035,fuck iheartyoukeish yall faggot next 
15992,rt kevinmcadam stop littl bitch fuckherrightinthepussi
393, dont ever expos femal like childish bitch nigga shiiii
10218,dont hold feel old fling jus trade dem bitch like old rang 
21421,pussi best shave holiday
17567,rt tattedpapichulo real bitch side hold bless  real
8401,celebr teeth realli white shit mean dont get wrong shit aint yellow far need whatev toothpast use
8183,bring anoth bitch real nigga
24432,slut specki albino lesbo wannab player dwarf coolcunt absoluteyvil
11426,im befor bird wake cant tell shit
4613,spiffyvuitton pussi smell like boil hot dog water lizard dick
16607,rt natexh fuck cock sucker hulk hogan put camel clutch fuck ass make humbl bitch
8593,da fuq ho
14168,rt  im done wast time im go cut bitch faster blink
23219,hoe ever fstow midnight
16954,rt priyaohol hope recruit women isi open jihadi finish school  aekulz vocativ 
24085, unfunni nigger kill
12190,kanyeeeeee yard ape act idiotjust stupid
18750,rt  bitch beg love amp loyalti theyv never give anyon karma 
2908,cruzanchokl look yellow fever
19106,rt hoe scarlett johansson 
8071,bitch scream fuck nigga get mad anoth bitch fuck 
20164,rt therealquilli bitch fuck wit dead beat dad long cuttin 
15890,rt justdoitslow vintagemonro scari told come hous fight wont even open door  wtf scari ass hoe
5264,zellgotdaloud bitch tryna get free promot n shit lmaooo see tha cut
6163,imsarcasticc  yas bitch  dont much fun
23131,yeah hoe
5481,alammus small man syndrom usual deep theyr huge pussi join author compens weak ego
23823,first thing dure zombi outbreaksel hoe
6895,rbigwood gameofarmsamc cours win lose alway excit match spilt blood arent trash talker
22741,thing dont go way im total 
14317,rt basedpaco im normal ass dude hoe happen funni everi onc
13600,omg hate bitch fuck laugh shut fuck upppp
2650, tccgrouchi mrsmet  llmajer  aplmom frogtox kishkaandpipik ive shot go yellow smoke
24670,bitch tryna wash shit low lol funni af
8789,dont concern wit mingl bitch
15345,rt ghettoviin bitch came club broken neck bitch serious 
3190,frankiejgrand ew queer white thirsti bitch
9894,horni cougar get two cock shove  
12349,let bitch tri set  gone stuck rock nd dis mufuckin glock bitch bad terribl 
3650,jergucci luck bitch gonna drug wont even kno happen lmao
16949,rt princevelli feel sorri da femal dont get deserv hoe bitch get treat like queen 
18025,rt watdafckyoumean brother weekend bitch longlivelilray
5976,forgivemehera also put touch nedchuck mix
3370,herfarm move countri teabagg
24040,ah nigga beef wit u dey gon tri fuck ur bitch kill u slower
17895,rt tylar  whi sneak dissin hoe ass nigga
9604, deep fri sweet tea graham cracker crust state fair texa via gravweldon 
19536,rt lildurk seem like dese bitch aint loyal
1764, know u didnt hit jigga fav purs   chill 
23213,dike caus yo man pussi
20492,real shit bitch want grape someth differ
15629,rt imneverchillin bitch cant finish  inch sub want  inch dick
7903,bad bitch good head think ah keeper 
13334,nigga hate cuz know im threat amp bitch
14692,rt chrisjustjok gotta fuck ugli bitch  town youll never see work kink sex 
13451,realli sure describ happen eurotrash mguiducci   vip room 
13993,rt  supp wigga
11539,ever sport seem script  end yanke game prove
8414,charli baker mass govth lib newspap lib state support r gov dog  via bostonglob
8817,dont put much effort bitch aint gettin none back give exact give
6284,jordanlure natalieschroy nat  def shiner
18252,rt   face make befor tell bitch  make dat face much
12944,moor friendsno black friendsbut moor friend said nigger came nigeriayou loststop tag
8536,countri music rap music talk basic shit repetit carstruck bitcheswomen beerdrug gun lol
15651,rt indiamsm raheel mock propphet muhammad way mock lord ram sita   apologis 
12726,man im tryin take intox charli sheen level today im go
24135,kyle im hungri quit talk let go hoe
21159,still cant see nigger see white hoe
10471,hate hoe oml 
18169,rt yaremisxo  yaremisxo actual take back  nigga aint loyal im loyal  nah negro nah
4326,ovotiluoverdos build pussi lmao
23555,bitch love 
8587,derek jeter clap clap clapclapclap yanke
20338,rt   use buy  tee n wear dem bitch  ass lol
13306,niggah watch fuck hate bitch
19792,rt ohhshedope wont love cant love youunless pussi got super power
3641,jeffblogwel time call hoe
15799,rt jessicachasmar media matter execut behind stoprush campaign blog    
9034,fuck talkin rt iggyazalea like guy ask number say ugli bitch say 
23256,bitch hole never text back guess  haha never text anyon back bad 
21, cancel bitch like nino 
3718,jundish southern bitch like blow person heart back wone shot
13391,nigga leav chick good pussi unless paper chasin
2902,crackerjhak becaus fag
20270,rt usmnthistori usmnt day  yank advanc groupofdeath despit  loss ger
5534,ariennajane whi youz yellow bone 
11042,red light decatur amp lake mead amp bitch knew happi see  bitch finna get passeng seat
15351,rt   slay bitch
779,stopwhitepeopl rt   case west nile virus infect report orang counti year  dead bird found carri virus
17273,rt  foxtrotuniformcharliekilo
19753,rt  patthoff secret yanke fan youll admit day 
21066,someon come take browni away befor eat whole pan
18374,rt hereyezlow u gotta pathet bitch ride anoth femal hous look nigga aint smh
3431,huntermoor nigger
16903,rt pinkiedevill  fat bitch  
3622,jawshoeeahhh keepitplur bitch beat lose twice lol  hater
4259,nehmebazzi datboyrayt kid fag
4725,softestmuffin  torahblaz best believ aint christian slave brainwash black spook miss white man unlik yoself devil
1469, surviv swine flu bird flu west nile bloomberg administr ill  abort surviv cant 
13322,nigga dehydr want pussi ate everyday rest year would happen
16953,rt prinncesskimm bitch attract
20362,rt xdsmooth way niggah flinch movi priceless 
8424,charli daniel couldv done better job mnf
368,molssyo one us drug still wrong  currieburri hahahahahahah im bitch sometim 
22727,peopl tailgat pass look lol wave like hi bitch yeah see care fuck pass
11785,ima trash  fantasi
13112,nigga drink gatorad like dumass hot lol bitch drink water
9491,good day honki
24681,da ratchet hoe
11384,im excit hang bitch cheralynvb lauriemckinley
16858,rt pachino yall dick ride prais hoe whi half miami feel like celeb social media shit
18206,rt yungraje ladi listen nigga want settl young age bitch cri singl wife 
23987,head bitch club lmao tri play bitch know head hurt
4060,mckinseey grass greener side fenc cours also soggi septic field
10683,liter look bc kid pussi
1824, bitch come right amp get tooo comfort  never saw yo gut hate 
24128,notic trash notif page clean
10972,think nigga retard g
22057,hoe reathi trip 
3758,kaileenrene let get group togeth amp someth negro im home
3232, piss alotta ppl fb flood newsfe next target hoe ass texan
7246, hell blk stop sayin nigger america
1831, bitch tri wrong one  itll go hill 
8539,crack cocain steal bitch
1242,  hell naw rt dexlug wanna see  yes  hell
17150,rt sammiboyden jizcalifuh metaphor dumb fuck nigger savanigga 
4656,schulzgrayson  lmfao im still pull hoe suppos effect suppos hurt fell fuck boy
17361,rt soccergrlprob germani likenext goal header next goal dive header let play monkey 
8998,everybodi fuck everybodi bitch  shit life 
11914, yall nigga still fuckin hoe go get wife bruh 
8343,cant get money silli hoe
22612,made niggah say mouth
8893,dumb bitch one thing thatll never becom extinct
7490,smack peckerwood judg pit
22135,random rap song person next listen make wanna make lotta money fuck lotta hoesi feel
11859,hawk fuck kind bird
22910,whi would date ugli girl also huge bitch
14772,rt  found origin yellow bracelet first person thought tannermcdowel
1777,  twitpic selfi light color  
19529,rt lildurk hate wen hoe lie say fuck em 
15111,rt  signatur whitebitch move profus apolog late full starbuck cup hand
11133,would never fight nigga vaginathat hoe lmao
13072,mf dawggg  miss hoe man 
18561,rt   dumb bitch one thing thatll never becom  real
21462,tell hoe aint throw neck rt shibermetimb aint nobodi got time
13863,pleas  shut hoe  im honest nice 
14490,rt brodybolerjack  john honest got hoe differ area code
22623,monkey 
7271,wbpictur wish spend  go filthi theatr watch fuzzi screen bad sound annabell
14779,rt  girl come class fri chicken pull hot sauc purs mean come ghetto amp 
17983,rt verusfact shi peopl flirt learn tip best 
12470,litter cant wait weekend bad bitch 
16619,rt   nyrang thank ranger take dive pussi love  bruinsfan
18124,rt yaboytosh dad whi eye redson smoke weed daddad dont lie cri becaus faggot
19506,rt lesbolif bitch flirt bae 
13660,onli american would hire white trash tie intern terror polic offic
17968,rt vaeflar becaus sometim need moment appreci nobl guinea pig steampunk dragon wing 
3293,gossipcop jayz bey never bejus trash
378,realfort grudg weirdosand bitch
11484,ashton trash doe make come guy someon like ashton cant trash make mani peopl smile
14247,rt  next generat rais bunch mindless pussi disciplin
11882,aint nun cut dat bitch 
3845,kingsleeynyc yep lmao hectic week waddup ho
15051,rt dreamsnmoney  male rap artist talk money bitch drug nigga dont wanna hear shit
19479,rt kxngtae nigga cheat girl stalk call hoe move talk bout gave quick
13777,peac friendon peacei enemydont say word againlook facebook wallon best friend ever moor
